code|lat|lon|name|spider
Cinci Near Road|39.1460266113|-84.5383758545|Cinci Near Road|cincinnati
Colerain|39.2149391174|-84.6908569336|Colerain|cincinnati
Hamilton|39.3833732605|-84.5440826416|Hamilton|cincinnati
Lebanon|39.4268913269|-84.2007675171|Lebanon|cincinnati
Made|39.464717865|-84.4037704468|Made|cincinnati
Middletown|39.5294799805|-84.3933639526|Middletown|cincinnati
Sycamore|39.2787017822|-84.3661193848|Sycamore|cincinnati
Taft|39.1288604736|-84.5040435791|Taft|cincinnati
Yankee|39.4724349976|-84.3949508667|Yankee|cincinnati
BIBE-KB|29.3026649965|-103.177860896|Big Bend K-Bar Ranch Road|gpmn_parks
CANY-IS|38.4584882626|-109.821054939|Canyonlands Island in the Sky|gpmn_parks
CAVE-MA|32.1792|-104.4417|Carlsbad Caverns Maintenance Area|gpmn_parks
CHIR-ES|32.0094228923|-109.38907483|Chiricahua Entrance Station|gpmn_parks
CRMO-VC|43.4621263307|-113.561754396|Craters of the Moon Visitor Center|gpmn_parks
DEVA-PV|36.5089887258|-116.84790098|Death Valley Park Village|gpmn_parks
DENA-HQ|63.7246684333|-148.957813078|Denali Headquarters|gpmn_parks
DINO-WE|40.2907757983|-108.938766021|Dinosaur West Entrance Housing|gpmn_parks
GLAC-WG|48.5102651723|-113.996864215|Glacier West Glacier Horse Stables|gpmn_parks
GRCA-AS|36.0586395454|-112.183596894|Grand Canyon The Abyss|gpmn_parks
GRTE-SS|43.6708507011|-110.599487619|Grand Teton Science School|gpmn_parks
GRBA-MY|39.005154098|-114.216000272|Great Basin Maintenance Yard|gpmn_parks
GRSM-CD|35.5622523104|-83.4973032945|Great Smoky Mountains Clingmans Dome|gpmn_parks
GRSM-CM|35.6966735703|-83.6096864735|Great Smoky Mountains Cove Mountain|gpmn_parks
GRSM-LR|35.6334214772|-83.941591675|Great Smoky Mountains Look Rock|gpmn_parks
JOTR-BR|34.071679944|-116.390900407|Joshua Tree Black Rock|gpmn_parks
JOTR-CC|33.7412852723|-115.820404735|Joshua Tree Cottonwood Canyon|gpmn_parks
JOTR-PW|33.9398183821|-115.410850068|Joshua Tree Pinto Wells|gpmn_parks
LAVO-ML|40.5401268766|-121.576855618|Lassen Volcanic Manzanita Lake Fire Station|gpmn_parks
MACA-HM|37.1318231668|-86.147947503|Mammoth Cave Houchin Meadow|gpmn_parks
MEVE-RM|37.1983957155|-108.490412653|Mesa Verde Resource Management Area|gpmn_parks
MOJA-KM|35.1027970647|-115.776497225|Mojave Kelso Mountains|gpmn_parks
PEFO-SE|34.8225123306|-109.892468271|Petrified Forest South Entrance|gpmn_parks
PINN-ES|36.485|-121.1556|Pinnacles SW of East Entrance Station|gpmn_parks
ROMO-LP|40.278141869|-105.545650475|Rocky Mountain Long’s Peak|gpmn_parks
SEKI-AS|36.4894322023|-118.829127402|Sequoia and Kings Canyon Ash Mountain|gpmn_parks
SHEN-BM|38.5228326194|-78.4349106753|Shenandoah Big Meadows|gpmn_parks
VOYA-SB|48.4125529528|-92.8291812733|Voyageurs Sullivan Bay|gpmn_parks
YELL-WT|44.5654406161|-110.400277062|Yellowstone Water Tank|gpmn_parks
YOSE-TD|37.7132722745|-119.706022395|Yosemite Turtleback Dome|gpmn_parks
ZION-DW|37.1983578281|-113.150730177|Zion Dalton’s Wash|gpmn_parks
MEEK-PS|40.0038539775|-107.847570095|Meeker Plant Science Center|gpmn_parks
RANG-GC|40.0869153222|-108.761542694|Rangely Golf Course|gpmn_parks
ACAD-MH|44.3771124864|-68.2609334277|Acadia McFarland Hill|gpmn_parks
GRSM-CC|35.6040361497|-83.7829322725|Great Smoky Mountains Cades Cove|gpmn_parks
THRO-VC|46.894814615|-103.377734912|Theodore Roosevelt Painted Canyon Visitor Cntr|gpmn_parks
WICA-VC|43.5575623447|-103.483713497|Wind Cave Visitor Center|gpmn_parks
